Id,HitboxActive,FirstActionableFrame,BaseDamage,Angle,BaseKnockBackSetKnockback,LandingLag,AutoCancel,KnockbackGrowth,Type,Name,OwnerId,LastModified
1043,"73-","-","15 (+3)","60/270","60","","","90/80",2,"Super Dedede Jump",19,11/27/2016 12:08:34
1044,"3-4","61","11","90/70","80","","","100/80",2,"Super Dedede Jump (Landing)",19,11/27/2016 12:08:34
1045,"5-20","-","5","70","8","","","65",2,"Super Dedede Jump (Stars)",19,11/27/2016 12:08:34
1046,"27-28","77","11","361","30","","","100",2,"Jet Hammer (Ground, Uncharged)",19,11/27/2016 12:08:34
1047,"9-11 (Self Damage on: Frame 167)","70","38/28","361","5","","","66",2,"Jet Hammer (Ground, Fully Charged)",19,11/27/2016 12:08:34
1048,"27-28","77","10","361","30","","","100",2,"Jet Hammer (Air, Uncharged)",19,11/27/2016 12:08:34
1049,"9-11","70","27/16","361","10","","","70",2,"Jet Hammer (Air, Fully Charged)",19,11/27/2016 12:08:34
1050,"3","16","2","55","8","","","30",1,"Jab 1",20,11/27/2016 12:08:35
1051,"3-4","16","3","70","15","","","30",1,"Jab 2",20,11/27/2016 12:08:35
1052,"-","-","1","55/68/80","W: 6/4/2","","","100",1,"Rapid Jab",20,11/27/2016 12:08:35
1053,"5-6","51","2","45","80","","","120",1,"Rapid Jab Finisher",20,11/27/2016 12:08:35
1054,"12, 15, 19","54","1","25/25/100","W: 50/60/12","","","100",1,"Dash Attack (Hits 1-3)",20,11/27/2016 12:08:35
1055,"24, 30","-","1","80/80/120","W: 15/15/10","","","100",1,"Dash Attack (Hits 4-5)",20,11/27/2016 12:08:35
1056,"35-37","-","4","65","100","","","70",1,"Dash Attack (Hit 6)",20,11/27/2016 12:08:35
1057,"5-8","28","8/8/7","361","12","","","100",1,"Ftilt (All Angles)",20,11/27/2016 12:08:35
1058,"4-5 (Leg intangibility: 4-9)","21","5","100","40","","","116",1,"Utilt",20,11/27/2016 12:08:35
1059,"6-9","-","4","88","40","","","110",1,"Utilt (Late)",20,11/27/2016 12:08:35
1060,"4-6","21","6","361","30","","","30",1,"Dtilt",20,11/27/2016 12:08:35
1061,"13-15","48","16","361","30","","","102",1,"Fsmash (Angled Up)",20,11/27/2016 12:08:35
1062,"16-19","-","12","60","90","","","69",1,"Fsmash (Angled Up, Late)",20,11/27/2016 12:08:35
1063,"13-15","48","15","361","30","","","102",1,"Fsmash",20,11/27/2016 12:08:35
1064,"16-19","-","11","60","90","","","69",1,"Fsmash (Late)",20,11/27/2016 12:08:35
1065,"13-15","48","14","361","30","","","102",1,"Fsmash (Angled Down)",20,11/27/2016 12:08:35
1066,"16-19","-","10","60","90","","","69",1,"Fsmash (Angled Down, Late)",20,11/27/2016 12:08:35
1067,"14 (Leg Intangibility: 14-19)","48","15/15/14","75","32/32/30","","","104/104/99",1,"Usmash (Early)",20,11/27/2016 12:08:35
1068,"15-16","-","14/14/12","88","20","","","98",1,"Usmash",20,11/27/2016 12:08:35
1069,"17-19","-","12/12/11","50","10","","","52",1,"Usmash (Late)",20,11/27/2016 12:08:35
1070,"10-14 (Leg Intangibility: 5-14)","54","14","69","25","","","110",1,"Dsmash",20,11/27/2016 12:08:35
1071,"15-22","-","10","69","25","","","108",1,"Dsmash (Late)",20,11/27/2016 12:08:35
1073,"6-7","28","","","","","","",1,"Standing Grab",20,11/27/2016 12:08:35
1074,"8-9","39","","","","","","",1,"Dash Grab",20,11/27/2016 12:08:35
1075,"10-12","33","","","","","","",1,"Pivot Grab",20,11/27/2016 12:08:35
1077,"-","-","5","75","40","","","125",3,"Fthrow",20,11/27/2016 12:08:36
1078,"-","-","8","130","30","","","120",3,"Bthrow",20,11/27/2016 12:08:36
1079,"-","-","10","78","75","","","74",3,"Uthrow",20,11/27/2016 12:08:36
1080,"-","-","0.8&#37;&#215;9, 1, 2","63","60","","","180",3,"Dthrow",20,11/27/2016 12:08:36
1086,"10-11","73","10","46","30","10","1-4, 56&gt;","90",0,"Nair (Earliest)",20,11/27/2016 12:08:36
1087,"12-15","-","8","46","30","-","-","90",0,"Nair (Early)",20,11/27/2016 12:08:36
1088,"16-20","-","6","46","30","-","-","90",0,"Nair",20,11/27/2016 12:08:36
1089,"21-34","-","4","46","30","-","-","90",0,"Nair (Late)",20,11/27/2016 12:08:36
1090,"10-11","48","4","45/80","35","13","1-9, 41&gt;","50",0,"Fair (Hit 1)",20,11/27/2016 12:08:36
1091,"17-18","-","3","366","28","-","-","30",0,"Fair (Hit 2)",20,11/27/2016 12:08:36
1092,"25-26","-","5","361","30","-","-","148",0,"Fair (Hit 3)",20,11/27/2016 12:08:36
1093,"6-7","41","13","361","20","17","1-2, 32&gt;","104",0,"Bair",20,11/27/2016 12:08:36
1094,"8-14","-","8","361","0","-","-","112",0,"Bair (Late)",20,11/27/2016 12:08:36
1095,"10-15","40","9","70","20","12","1-9, 22&gt;","100",0,"Uair",20,11/27/2016 12:08:36
1096,"18-19, 21-22, 24-25, 27-28, 30-31","55","1","366","20","17","1-17, 48&gt;","107",0,"Dair (Hits 1-5)",20,11/27/2016 12:08:36
1097,"34","-","2","270","20","-","-","110",0,"Dair (Hit 6)",20,11/27/2016 12:08:36
1098,"1-3","-","2","60","W: 40","-","-","100",0,"Dair (Landing)",20,11/27/2016 12:08:36
1099,"14-","73","-","-","-","","","-",2,"Inhale",20,11/27/2016 12:08:36
1100,"26-27","70","19","53","60","","","78",2,"Hammer Flip (Ground, No Charge)",20,11/27/2016 12:08:36
1101,"-","-","35","361","60","","","78",2,"Hammer Flip (Ground, Full Charge)",20,11/27/2016 12:08:36
1102,"28-29, 42-43","72","15","55","60","","","78",2,"Hammer Flip (Air, No Charge)",20,11/27/2016 12:08:36
1103,"-","-","27","45","60","","","78",2,"Hammer Flip (Air, Full Charge)",20,11/27/2016 12:08:36
1104,"23-24","-","5","85/93/90/93","117/117/102/102","","","100",2,"Final Cutter (Hit 1)",20,11/27/2016 12:08:36
1105,"41-49","-","2","275","W: 100","","","100",2,"Final Cutter (Hit 2, Early)",20,11/27/2016 12:08:36
1106,"50-","-","2","361","30","","","180",2,"Final Cutter (Hit 2, Late)",20,11/27/2016 12:08:36
1107,"1","35","5","70","120","","","100",2,"Final Cutter (Landing)",20,11/27/2016 12:08:36
1108,"1-16","-","6","361","60","","","20",2,"Final Cutter (Projectile)",20,11/27/2016 12:08:36
1109,"11","-","14","0","40","","","40",2,"Stone (Ground)",20,11/27/2016 12:08:36
1110,"29-","-","18","70","65","","","70",2,"Stone (Aerial)",20,11/27/2016 12:08:36
1111,"1","32","14","0","40","","","40",2,"Stone (Landing)",20,11/27/2016 12:08:36
1112,"7-8","28","2.5","95/80/361/361","35/35/30/30","","","37",1,"Jab 1",21,11/27/2016 12:08:37
1113,"6-7","21","2.5","90/78/60/50","38","","","10",1,"Jab 2",21,11/27/2016 12:08:37
1114,"6-10","37","5","30","70","","","50",1,"Jab 3",21,11/27/2016 12:08:37
1115,"20-23","57","14/13/12","45/50/55","70/85/85","","","85/85/77",1,"Dash Attack",21,11/27/2016 12:08:37
1116,"15-19","38","13","361","55","","","82",1,"Ftilt",21,11/27/2016 12:08:37
1117,"8-12","36","9","95/85/85/85","30","","","122/130/123/124",1,"Utilt",21,11/27/2016 12:08:37
1118,"11-12","29","11","280/80","0/90","","","62/30",1,"Dtilt",21,11/27/2016 12:08:37
1119,"15-16","52","7/14/7","75/361/55","47/30/47","","","15/100/15",1,"Fsmash (Hit 1)",21,11/27/2016 12:08:37
1120,"12-13","68","13/13/12/12","48","85","","","89",1,"Fsmash (Hit 2)",21,11/27/2016 12:08:37
1121,"10-13","78","4","105/130/140/105","W: 55/38/28/65","","","100",1,"Usmash (Hit 1)",21,11/27/2016 12:08:37
1122,"14-15","-","4","105/130/135/105","W: 55/38/45/65","","","100",1,"Usmash (Hit 1, Late)",21,11/27/2016 12:08:37
1123,"25-28","-","3","105/130/140/105","W: 55/38/28/65","","","100",1,"Usmash (Hit 2)",21,11/27/2016 12:08:37
1124,"29-30","-","3","105/130/135/105","W: 55/38/40/65","","","100",1,"Usmash (Hit 2, Late)",21,11/27/2016 12:08:37
1125,"41-45","-","11/11/10/9","80/90/90/90","60","","","96",1,"Usmash (Hit 3)",21,11/27/2016 12:08:37
1126,"9-10","50","14/16/17/16","78","40","","","88",1,"Dsmash (Hit 1)",21,11/27/2016 12:08:37
1127,"21-22","-","12/12/11/10","30","80","","","63",1,"Dsmash (Hit 2)",21,11/27/2016 12:08:37
1129,"12-17","62","","","","","","",1,"Standing Grab",21,11/27/2016 12:08:37
1130,"14-21","66","","","","","","",1,"Dash Grab",21,11/27/2016 12:08:37
1131,"15-22","67","","","","","","",1,"Pivot Grab",21,11/27/2016 12:08:37
1133,"-","-","3, 4","50","50","","","120",3,"Fthrow",21,11/27/2016 12:08:37
1134,"-","-","3, 4","130","50","","","110",3,"Bthrow",21,11/27/2016 12:08:37
1135,"-","-","5/4, 2","90","24","","","230",3,"Uthrow",21,11/27/2016 12:08:37
1136,"-","-","3, 3","83","60","","","85",3,"Dthrow",21,11/27/2016 12:08:37
1142,"7-8","39","11/9/9","361","22","10","1-3, 36&gt;","100",0,"Nair",21,11/27/2016 12:08:37
1143,"9-31","-","6","361","15","-","-","100",0,"Nair (Late)",21,11/27/2016 12:08:37
1144,"14-15","50","11","45","20","12","51&gt;","130",0,"Fair (Hit 1)",21,11/27/2016 12:08:37
1145,"26-27","-","13","45","30","-","-","100",0,"Fair (Hit 2)",21,11/27/2016 12:08:37
1146,"6-8","31","3","72/68/68","W: 40","10","29&gt;","100",0,"Bair (Hit 1)",21,11/27/2016 12:08:37
1147,"18-22","-","5","361","70","-","-","70",0,"Bair (Hit 2)",21,11/27/2016 12:08:38
1148,"11-13","60","15","85","18","23","1-10, 47&gt;","88",0,"Uair",21,11/27/2016 12:08:38
1149,"14-40","-","13","85","18","-","-","88",0,"Uair (Late)",21,11/27/2016 12:08:38
1150,"14-17","80","15","270/55","30/25","32","1-9, 65&gt;","80/40",0,"Dair (Early)",21,11/27/2016 12:08:38
1151,"18-20","-","18","65","30","-","-","80",0,"Dair",21,11/27/2016 12:08:38
1152,"21-64","-","15","65","30","-","-","80",0,"Dair (Late)",21,11/27/2016 12:08:38
1153,"12-21","60","2.5","35","50","8","-","30",0,"Zair (Hit 1)",21,11/27/2016 12:08:38
1154,"22-23","-","4","45","50","-","-","30",0,"Zair (Hit 2)",21,11/27/2016 12:08:38
1155,"18-","47","5","361","10","","","66",2,"Hero's Bow (No Charge)",21,11/27/2016 12:08:38
1156,"54-","83","5","361","10","","","66",2,"Hero's Bow (Full Charge)",21,11/27/2016 12:08:38
1157,"27-35","46","7","70","80","","","40",2,"Gale Boomerang",21,11/27/2016 12:08:38
1158,"36-63","-","5","65","60","","","40",2,"Gale Boomerang (Late)",21,11/27/2016 12:08:38
1159,"64-","-","0","60","W: 60","","","100",2,"Gale Boomerang (Windboxes)",21,11/27/2016 12:08:38
1160,"8-9","82","14/14/11.2","45","60","","","86",2,"Spin Attack (No Charge, Early)",21,11/27/2016 12:08:38
1161,"10-14","-","12/12/9.6","43","48","","","86",2,"Spin Attack (No Charge)",21,11/27/2016 12:08:38
1162,"15-24","-","9/9/7.2","43","48","","","84",2,"Spin Attack (No Charge, Late)",21,11/27/2016 12:08:38
1163,"25-40","-","7/7/5.6","361","20","","","82",2,"Spin Attack (No Charge, Latest)",21,11/27/2016 12:08:38
1164,"8","-","4","85/80/366","W: 70/40/85","","","100",2,"Spin Attack (Air, Hit 1)",21,11/27/2016 12:08:38
1165,"11","-","2","120","W: 90","","","100",2,"Spin Attack (Air, Hit 2)",21,11/27/2016 12:08:38
1166,"16","-","2","366/82/45","W: 60/50/85","","","100",2,"Spin Attack (Air, Hit 3)",21,11/27/2016 12:08:38
1167,"19","-","2","120","W: 90","","","100",2,"Spin Attack (Air, Hit 4)",21,11/27/2016 12:08:38
1168,"22","-","2","366/90/45","W: 50/55/85","","","100",2,"Spin Attack (Air, Hit 5)",21,11/27/2016 12:08:38
1169,"26","-","2","120","W: 90","","","100",2,"Spin Attack (Air, Hit 6)",21,11/27/2016 12:08:38
1170,"31","-","2","90/90/50","W: 60/50/85","","","100",2,"Spin Attack (Air, Hit 7)",21,11/27/2016 12:08:38
1171,"38","-","2","120","W: 90","","","100",2,"Spin Attack (Air, Hit 8)",21,11/27/2016 12:08:38
1172,"47-48","-","4","361","30","","","200",2,"Spin Attack (Air, Hit 9)",21,11/27/2016 12:08:38
1173,"Bomb Generated: Frame 17","40","-","-","-","","","-",2,"Bomb",21,11/27/2016 12:08:38
1174,"Explodes 220 Frames from Generation","-","-","70","40","","","90",2,"Bomb",21,11/27/2016 12:08:38
1175,"1","22","2","85","10","","","80",1,"Jab 1",22,11/27/2016 12:08:39
1176,"1-2","22","2","80","10","","","80",1,"Jab 2",22,11/27/2016 12:08:39
1177,"4","32","7","60","30","","","100",1,"Jab 3",22,11/27/2016 12:08:39
1178,"","","","","","","","",1,"Rapid Jab",22,11/27/2016 12:08:39
1179,"5","35","3","75","90","","","123",1,"Rapid Jab Finisher",22,11/27/2016 12:08:39
1180,"1-4","34","0","361","W: 20","","","100",1,"Dash Attack (Windbox)",22,11/27/2016 12:08:39
1181,"7-9","-","10","50/60/70","80","","","70",1,"Dash Attack",22,11/27/2016 12:08:39
1182,"4-5 (Cannot Rebound)","38","4","60/28/28","W: 50/60/80","","","100",1,"Ftilt (Hit 1)",22,11/27/2016 12:08:39
1183,"12-13 (Cannot Rebound)","-","8","361","40","","","130",1,"Ftilt (Hit 2)",22,11/27/2016 12:08:39
1184,"4-10 (Cannot Rebound)","30","9","88","50","","","80",1,"Utilt",22,11/27/2016 12:08:39
1185,"3-4","22","8","80","50","","","50",1,"Dtilt",22,11/27/2016 12:08:39
1186,"6-12","44","0","361","24","","","100",1,"Fsmash (Windbox, All Angles)",22,11/27/2016 12:08:39
1187,"14-15 (Super Armor: 8-15)","-","20/18","78/85","30","","","81",1,"Fsmash (Angled Up)",22,11/27/2016 12:08:39
1188,"14-15 (Super Armor: 8-15)","-","20/18","361","31","","","91",1,"Fsmash",22,11/27/2016 12:08:39
1189,"15 (Super Armor: 9-15)","-","24","361","50","","","21",1,"Fsmash (Angled Down)",22,11/27/2016 12:08:39
1190,"10 (Super Armor: 8-11)","48","21","86","40","","","76",1,"Usmash",22,11/27/2016 12:08:39
1191,"11-14","-","16","85","25","","","96",1,"Usmash (Late)",22,11/27/2016 12:08:39
1192,"10-11 (Super Armor: 7-10)","43","13","30","25","","","94",1,"Dsmash (Hit 1)",22,11/27/2016 12:08:39
1193,"17-18 (Super Armor: 15-17)","-","13","30","25","","","94",1,"Dsmash (Hit 2)",22,11/27/2016 12:08:39
1195,"9-10","33","","","","","","",1,"Standing Grab",22,11/27/2016 12:08:39
1196,"10-11","41","","","","","","",1,"Dash Grab",22,11/27/2016 12:08:39
1197,"11-12","34","","","","","","",1,"Pivot Grab",22,11/27/2016 12:08:39
1199,"-","-","4, 4","45","45","","","104",3,"Fthrow",22,11/27/2016 12:08:39
1200,"-","-","4, 5","45","42","","","130",3,"Bthrow",22,11/27/2016 12:08:39
1201,"-","-","4, 3","85","70","","","104",3,"Uthrow",22,11/27/2016 12:08:39
1202,"-","-","4, 5","85","78","","","40",3,"Dthrow",22,11/27/2016 12:08:39
1208,"2","16","2","366/80/80","W: 9/B: 5/5","16","25&gt;","100",0,"Nair",22,11/27/2016 12:08:39
1209,"10-12","37","5/4/4","30","25","22","35&gt;","100",0,"Fair",22,11/27/2016 12:08:39
1210,"11-12","38","6/4/4","30","25","26","36&gt;","100",0,"Bair",22,11/27/2016 12:08:39
1211,"5-8","42","5/4/4","80","25","22","40&gt;","100",0,"Uair",22,11/27/2016 12:08:39
1212,"7-10","28","5/4/4","361/270/361","0","30","25&gt;","80",0,"Dair",22,11/27/2016 12:08:39
1213,"9-11 (Super Armor: 8-9)","97","35","80","25","","","100",2,"KO Punch",22,11/27/2016 12:08:39
1214,"9-12","76","13","80","40","","","80",2,"KO Punch (Aerial)",22,11/27/2016 12:08:39
1215,"36-37","82","14","361","50","","","90",2,"Straight Lunge (No Charge)",22,11/27/2016 12:08:39
1216,"38-41","-","12","361","50","","","90",2,"Straight Lunge (No Charge)",22,11/27/2016 12:08:39
1217,"42-49","-","9","361","50","","","90",2,"Straight Lunge (No Charge, Late)",22,11/27/2016 12:08:39
1218,"123-125","232","25","361","55","","","86",2,"Straight Lunge (Full Charge, Early)",22,11/27/2016 12:08:39
1219,"126-132","-","25","361","55","","","86",2,"Straight Lunge (Full Charge)",22,11/27/2016 12:08:39
1220,"133-157","-","20","361","55","","","86",2,"Straight Lunge (Full Charge, Late)",22,11/27/2016 12:08:39
1221,"?","?","10","361","25","","","95",2,"Straight Lunge (No Charge, Aerial)",22,11/27/2016 12:08:40
1222,"?","?","7","361","25","","","95",2,"Straight Lunge (No Charge, Late, Aerial)",22,11/27/2016 12:08:40
1223,"?","?","15","361","25","","","100",2,"Straight Lunge (Full Charge, Aerial)",22,11/27/2016 12:08:40
1224,"7-17","-","0","","","","","",2,"Jolt Haymaker (Windbox)",22,11/27/2016 12:08:40
1225,"9-15 (Partial Intangibility: 5-8)","-","14","361","33","","","98",2,"Jolt Haymaker (Earliest)",22,11/27/2016 12:08:40
1226,"30-36 (Partial Intangibility: 5-14)","-","14","361","33","","","98",2,"Jolt Haymaker (Latest)",22,11/27/2016 12:08:40
1227,"3 (Intangible: 1-3)","-","3","107/95","W: 170/160","","","100",2,"Rising Uppercut (Hit 1)",22,11/27/2016 12:08:40
1228,"7-22 (Rehit rate: 4)","-","1","366","40","","","50",2,"Rising Uppercut",22,11/27/2016 12:08:40
1229,"27","-","3","80","45","","","190",2,"Rising Uppercut (Final Hit)",22,11/27/2016 12:08:40
1230,"Counters: 5-29 (Intangible: 5-6)","63","-","-","-","","","-",2,"Slip Counter",22,11/27/2016 12:08:40
1231,"16-21 (Intangible: 1-18)","62","10 (1.3&#215;)","361","90","","","50",2,"Slip Counter (Attack)",22,11/27/2016 12:08:40
1232,"6","34","2.5","80/55","33","","","10",1,"Jab 1",23,11/27/2016 12:08:40
1233,"7-8","-","2.5","80/55/80","32","","","10",1,"Jab 1 (Late)",23,11/27/2016 12:08:40
1234,"5-6","38","2","72/90/45","38/32/50","","","20",1,"Jab 2",23,11/27/2016 12:08:40
1235,"9-11","41","3","60","50","","","120",1,"Jab 3",23,11/27/2016 12:08:40
1236,"7-9","42","8","50","70","","","75",1,"Dash Attack",23,11/27/2016 12:08:40
1237,"10-15","","6","60","70","","","75",1,"Dash Attack (Late)",23,11/27/2016 12:08:41
1238,"12-14","33","4","80","W: 20","","","100",1,"Ftilt (Hit 1, All Angles)",23,11/27/2016 12:08:41
1239,"15-16","-","6","361","50","","","95",1,"Ftilt (Hit 2, All Angles)",23,11/27/2016 12:08:41
1240,"6-13","33","5/5/6","96","45/45/50","","","110",1,"Utilt",23,11/27/2016 12:08:41
1241,"9-12","25","5","60","37","","","110",1,"Dtilt",23,11/27/2016 12:08:41
1242,"22-23","55","16","361","40","","","106",1,"Fsmash",23,11/27/2016 12:08:41
1243,"24-25","-","13","361","40","","","106",1,"Fsmash (Late)",23,11/27/2016 12:08:41
1244,"15-17","64","4","100","W: 100","","","103",1,"Usmash (Hit 1)",23,11/27/2016 12:08:41
1245,"19-20","-","14/12","83","32","","","103",1,"Usmash (Hit 2)",23,11/27/2016 12:08:41
1246,"21-23","-","9","83","32","","","103",1,"Usmash (Hit 2, Late)",23,11/27/2016 12:08:41
1247,"19-21","55","14","33","30","","","99",1,"Dsmash",23,11/27/2016 12:08:41
1249,"6-7","29","","","","","","",1,"Standing Grab",23,11/27/2016 12:08:41
1250,"8-9","36","","","","","","",1,"Dash Grab",23,11/27/2016 12:08:41
1251,"9-10","34","","","","","","",1,"Pivot Grab",23,11/27/2016 12:08:41
1253,"-","-","8","361","70","","","55",3,"Fthrow",23,11/27/2016 12:08:41
1254,"-","-","10","40","50","","","60",3,"Bthrow",23,11/27/2016 12:08:41
1255,"-","-","5, 6","88","70","","","70",3,"Uthrow",23,11/27/2016 12:08:41
1256,"-","-","7","80","100","","","30",3,"Dthrow",23,11/27/2016 12:08:41
1262,"8-11","43","8","361","20","9","1-7, 39&gt;","100",0,"Nair",23,11/27/2016 12:08:41
1263,"22-29","-","6","361","15","-","-","100",0,"Nair (Hit 2)",23,11/27/2016 12:08:41
1264,"7-8","28","6","64","80","18","-","70",0,"Fair",23,11/27/2016 12:08:41
1265,"16-19","49","15","361","30","15","1-3, 40&gt;","100",0,"Bair",23,11/27/2016 12:08:41
1266,"10-11","39","11","90","30","22","29&gt;","110",0,"Uair",23,11/27/2016 12:08:41
1267,"12-15","-","6","90","30","-","-","110",0,"Uair (Late)",23,11/27/2016 12:08:41
1268,"4-5","31","5","80","20","9","25&gt;","30",0,"Dair (Hit 1)",23,11/27/2016 12:08:41
1269,"11-12","-","6","361","60","-","-","100",0,"Dair (Hit 2)",23,11/27/2016 12:08:41
1270,"14-16, 20-22, 24-26...","-","1","83","10","","","93",2,"Aura Sphere (Charging)",23,11/27/2016 12:08:41
1271,"6-65","49","10","361","14","","","42",2,"Aura Sphere (Release from Charge)",23,11/27/2016 12:08:41
1272,"19-78","62","25","47","35","","","69",2,"Aura Sphere (Full Charge)",23,11/27/2016 12:08:41
1273,"9","51 (On grab)","13","52","66","","","86",2,"Force Palm (Command Grab)",23,11/27/2016 12:08:41
1274,"24-25","64","11/7","43","50","","","48",2,"Force Palm (Projectile)",23,11/27/2016 12:08:41
1275,"46-47","","6","38","70","","","100",2,"Extremespeed (Hitbox)",23,11/27/2016 12:08:41
1276,"Counters: 5-39 (Intangible: 5-39)","80","-","-","-","","","-",2,"Counter",23,11/27/2016 12:08:41
1277,"28-? (Intangible 1-7)","61","11","70","60","","","108",2,"Counter (Attack)",23,11/27/2016 12:08:41
1278,"2-4","20","2.5","30/66/87","W: 30/18/16","","","100",1,"Jab 1",24,11/27/2016 12:08:42
1279,"3-5","20","2","30/70/88","W: 30/18/16","","","100",1,"Jab 2",24,11/27/2016 12:08:42
1280,"6-8","30","4","48","60","","","80",1,"Jab 3",24,11/27/2016 12:08:42
1281,"15-16","39","9/13","75/46","60","","","76/70",1,"Dash Attack",24,11/27/2016 12:08:42
1282,"7-9","26","7.5/11","361","20/30","","","60/75",1,"Ftilt (All Angles)",24,11/27/2016 12:08:42
1283,"4","37","1.5","120","W: 60","","","100",1,"Utilt (Hit 1)",24,11/27/2016 12:08:42
1284,"7-10","-","8","93","50","","","100",1,"Utilt (Hit 2)",24,11/27/2016 12:08:42
1285,"11-14","-","5","90","50","","","100",1,"Utilt (Hit 2, Late)",24,11/27/2016 12:08:42
1286,"3-4","16","3","76/40/0","18/10/8","","","50/45/40",1,"Dtilt",24,11/27/2016 12:08:42
1287,"14-15 (Reflects on: 10-19, 1.5&#215;, 50% Break Threshold)","47","14/15","361","50","","","88",1,"Fsmash",24,11/27/2016 12:08:42
1288,"28 (Invincible: 1-4, Head Intangible: 15-29)","99","2","110","W: 110","","","90",1,"Usmash (Launcher)",24,11/27/2016 12:08:42
1289,"30-32","-","19","95","48","","","77",1,"Usmash (Hit 2, Earliest)",24,11/27/2016 12:08:42
1290,"33-37","-","18","95","42","","","77",1,"Usmash (Hit 2, Early)",24,11/27/2016 12:08:42
1291,"38-42","-","16","95","37","","","77",1,"Usmash (Hit 2)",24,11/27/2016 12:08:42
1292,"43-47","-","14","95","32","","","77",1,"Usmash (Hit 2, Late)",24,11/27/2016 12:08:42
1293,"48-52 (Aerial Only)","-","12","95","27","","","77",1,"Usmash (Hit 2, Latest)",24,11/27/2016 12:08:42
1294,"20-21 (Cannot hit more than once)","60","17","361","43","","","90",1,"Dsmash (Hit 1)",24,11/27/2016 12:08:42
1295,"29-30 (Cannot hit more than once)","-","14","361","30","","","90",1,"Dsmash (Hit 2)",24,11/27/2016 12:08:42
1296,"39-40 (Cannot hit more than once)","-","11","361","20","","","90",1,"Dsmash (Hit 3)",24,11/27/2016 12:08:42
